type	pre-condition	post-condition	confidence	SDC
Embedding	"80 % column values have their Sentence-BERT embedding distance to ""wednesday"" < 1.2000000000000002"	"values whose Sentence-BERT embedding distance to ""wednesday"" > 1.3250000000000002"	0.9977697874756016	(('sbert', 1, 'wednesday', 0.8, 1.2000000000000002), ('sbert', 1.3250000000000002), 1.6114505413583, 0.002230212524398376, (2, 3264, 106340, 88774))
Embedding	"80 % column values have their Sentence-BERT embedding distance to ""february"" < 1.1"	"values whose Sentence-BERT embedding distance to ""february"" > 1.3250000000000002"	0.9977119712228452	(('sbert', 1, 'february', 0.8, 1.1), ('sbert', 1.3250000000000002), 1.4173854531177363, 0.0022880287771548597, (1, 2471, 86891, 109017))
Embedding	"80 % column values have their Sentence-BERT embedding distance to ""june"" < 1.1"	"values whose Sentence-BERT embedding distance to ""june"" > 1.3"	0.9976933388054202	(('sbert', 1, 'june', 0.8, 1.1), ('sbert', 1.3), 1.5775407647519022, 0.002306661194579781, (1, 2451, 102580, 93348))
Embedding	"80 % column values have their Sentence-BERT embedding distance to ""wednesday"" < 1.1"	"values whose Sentence-BERT embedding distance to ""wednesday"" > 1.3"	0.9975769187760122	(('sbert', 1, 'wednesday', 0.8, 1.1), ('sbert', 1.3), 2.096908983747726, 0.002423081223987775, (1, 2333, 150714, 45332))
CTA	"80 % column values have their Doduo ""day""-classifier scores >= 4.5"	"values whose Doduo ""day""-classifier scores <= -1"""	0.9975525793274593	(('doduo', 'day', 0.8, 4.5), ('doduo', -1), 1.8166589755995484, 0.0024474206725406482, (3, 3597, 126506, 68274))
Embedding	"80 % column values have their Sentence-BERT embedding distance to ""namibia"" < 1.2000000000000002"	"values whose Sentence-BERT embedding distance to ""namibia"" > 1.4000000000000001"	0.9974375462101048	(('sbert', 1, 'namibia', 0.8, 1.2000000000000002), ('sbert', 1.4000000000000001), 1.0827554217263073, 0.002562453789895146, (2, 2840, 56570, 138968))
Embedding	"80 % column values have their Sentence-BERT embedding distance to ""washington"" < 1.1"	"values whose Sentence-BERT embedding distance to ""washington"" > 1.375"	0.997290529492152	(('sbert', 1, 'washington', 0.8, 1.1), ('sbert', 1.375), 1.0402953818653682, 0.002709470507847985, (0, 1414, 48654, 148312))
Function	"99 % of values return True on function ""validate_date"" in Dataprep"	"values that return False on function ""validate_date"" in Dataprep"	0.9971302445345501	(('pyfunc', 'date', 0.99), ('pyfunc', 'date'), 1.2642736269878343, 0.002869755465449909, (41, 19331, 70454, 108554))
Embedding	"80 % column values have their Sentence-BERT embedding distance to ""january"" < 1.0"	"values whose Sentence-BERT embedding distance to ""january"" > 1.35"	0.9969675766883563	(('sbert', 1, 'january', 0.8, 1.0), ('sbert', 1.35), 1.3391664590524817, 0.0030324233116436968, (0, 1263, 75933, 121184))
Embedding	"80 % column values have their Sentence-BERT embedding distance to ""january"" < 1.0"	"values whose Sentence-BERT embedding distance to ""january"" > 1.3250000000000002"	0.9969675766883563	(('sbert', 1, 'january', 0.8, 1.0), ('sbert', 1.3250000000000002), 1.8108264698534373, 0.0030324233116436968, (0, 1263, 121989, 75128))
Embedding	"80 % column values have their Sentence-BERT embedding distance to ""february"" < 1.0"	"values whose Sentence-BERT embedding distance to ""february"" > 1.3"	0.9968874698344956	(('sbert', 1, 'february', 0.8, 1.0), ('sbert', 1.3), 1.5777921470691876, 0.0031125301655043538, (2, 2337, 104435, 91606))
Embedding	"80 % column values have their Sentence-BERT embedding distance to ""sunday"" < 1.1"	"values whose Sentence-BERT embedding distance to ""sunday"" > 1.25"	0.9968660701088756	(('sbert', 1, 'sunday', 0.8, 1.1), ('sbert', 1.25), 2.3931631657904564, 0.0031339298911243598, (2, 2321, 173649, 22408))
Embedding	"80 % column values have their Sentence-BERT embedding distance to ""strongly agree"" < 1.3"	"values whose Sentence-BERT embedding distance to ""strongly agree"" > 1.425"	0.9966438412705991	(('sbert', 1, 'strongly agree', 0.8, 1.3), ('sbert', 1.425), 0.9696463754954577, 0.0033561587294008766, (1, 1683, 46741, 149955))
Embedding	"80 % column values have their Sentence-BERT embedding distance to ""co"" < 1.2000000000000002"	"values whose Sentence-BERT embedding distance to ""co"" > 1.35"	0.9966052888265786	(('sbert', 1, 'co', 0.8, 1.2000000000000002), ('sbert', 1.35), 1.0552272274228776, 0.003394711173421376, (15, 7270, 56170, 134925))
Embedding	"80 % column values have their Glove embedding distance to ""thu"" < 6.5"	"values whose Glove embedding distance to ""thu"" > 11.5"	0.9966028840820854	(('embed', 1, 'thu', 0.8, 6.5), ('embed', 11.5), 1.5147526363123545, 0.0033971159179145864, (0, 1127, 93102, 104151))
CTA	"90 % column values have their Sherlock ""day""-classifier scores >= 0.15000000000000002"	"values whose Sherlock ""day""-classifier scores <= 0.3"	0.9964292141147916	(('cta', 'day', 0.9, 0.15000000000000002), ('cta', 0.3), 3.054840393389526, 0.00357078588520838, (0, 1072, 196937, 371))
Embedding	"80 % column values have their Sentence-BERT embedding distance to ""multi"" < 1.2000000000000002"	"values whose Sentence-BERT embedding distance to ""multi"" > 1.3250000000000002"	0.996331964943334	(('sbert', 1, 'multi', 0.8, 1.2000000000000002), ('sbert', 1.3250000000000002), 0.9068816590138484, 0.0036680350566660226, (8, 4291, 44054, 150027))
Embedding	"80 % column values have their Sentence-BERT embedding distance to ""sunday"" < 1.1"	"values whose Sentence-BERT embedding distance to ""sunday"" > 1.225"	0.9962096949812287	(('sbert', 1, 'sunday', 0.8, 1.1), ('sbert', 1.225), 2.4776286923683264, 0.003790305018771281, (3, 2320, 179371, 16686))
Embedding	"80 % column values have their Sentence-BERT embedding distance to ""august"" < 1.2000000000000002"	"values whose Sentence-BERT embedding distance to ""august"" > 1.3250000000000002"	0.9960571490303111	(('sbert', 1, 'august', 0.8, 1.2000000000000002), ('sbert', 1.3250000000000002), 1.322966523134981, 0.003942850969688895, (8, 3991, 81865, 112516))
Embedding	"80 % column values have their Sentence-BERT embedding distance to ""august"" < 1.1"	"values whose Sentence-BERT embedding distance to ""august"" > 1.3"	0.9959330795180324	(('sbert', 1, 'august', 0.8, 1.1), ('sbert', 1.3), 1.5077298940035235, 0.004066920481967556, (1, 1388, 97570, 99421))
Embedding	"80 % column values have their Sentence-BERT embedding distance to ""bag"" < 1.2000000000000002"	"values whose Sentence-BERT embedding distance to ""bag"" > 1.3250000000000002"	0.9958568535114471	(('sbert', 1, 'bag', 0.8, 1.2000000000000002), ('sbert', 1.3250000000000002), 1.2849000929360035, 0.004143146488552822, (6, 3149, 78349, 116876))
Function	"98 % of values return True on function ""validate_date"" in Dataprep"	"values that return False on function ""validate_date"" in Dataprep"	0.9958464012480749	(('pyfunc', 'date', 0.98), ('pyfunc', 'date'), 1.2421117101586716, 0.004153598751925105, (63, 19331, 70432, 108554))
Embedding	"80 % column values have their Sentence-BERT embedding distance to ""january"" < 1.1"	"values whose Sentence-BERT embedding distance to ""january"" > 1.3250000000000002"	0.9958435632539335	(('sbert', 1, 'january', 0.8, 1.1), ('sbert', 1.3250000000000002), 1.757177740030173, 0.004156436746066439, (1, 1358, 121988, 75033))
Embedding	"80 % column values have their Glove embedding distance to ""third"" < 4.5"	"values whose Glove embedding distance to ""third"" > 9.0"	0.9957211272968363	(('embed', 1, 'third', 0.8, 4.5), ('embed', 9.0), 1.4665586683753482, 0.004278872703163691, (1, 1319, 93686, 103374))
Embedding	"80 % column values have their Glove embedding distance to ""aug"" < 5.0"	"values whose Glove embedding distance to ""aug"" > 9.0"	0.9957039139634869	(('embed', 1, 'aug', 0.8, 5.0), ('embed', 9.0), 1.4434106274164191, 0.004296086036513155, (3, 2046, 93177, 103154))
Embedding	"80 % column values have their Sentence-BERT embedding distance to ""strongly agree"" < 1.3"	"values whose Sentence-BERT embedding distance to ""strongly agree"" > 1.4000000000000001"	0.9956798160673037	(('sbert', 1, 'strongly agree', 0.8, 1.3), ('sbert', 1.4000000000000001), 1.2500073946241976, 0.004320183932696314, (2, 1682, 73840, 122856))
Embedding	"80 % column values have their Sentence-BERT embedding distance to ""february"" < 1.0"	"values whose Sentence-BERT embedding distance to ""february"" > 1.2750000000000001"	0.995610846122022	(('sbert', 1, 'february', 0.8, 1.0), ('sbert', 1.2750000000000001), 1.7801240529319724, 0.004389153877977995, (4, 2335, 126243, 69798))
Embedding	"80 % column values have their Sentence-BERT embedding distance to ""wednesday"" < 1.1"	"values whose Sentence-BERT embedding distance to ""wednesday"" > 1.225"	0.995601461689428	(('sbert', 1, 'wednesday', 0.8, 1.1), ('sbert', 1.225), 2.4223718726143155, 0.0043985383105719705, (4, 2330, 176857, 19189))
Embedding	"80 % column values have their Sentence-BERT embedding distance to ""january"" < 1.0"	"values whose Sentence-BERT embedding distance to ""january"" > 1.3"	0.9955286235071938	(('sbert', 1, 'january', 0.8, 1.0), ('sbert', 1.3), 1.9007491363789943, 0.004471376492806101, (1, 1262, 135686, 61431))
Embedding	"80 % column values have their Sentence-BERT embedding distance to ""panama"" < 1.2000000000000002"	"values whose Sentence-BERT embedding distance to ""panama"" > 1.375"	0.9953802178761441	(('sbert', 1, 'panama', 0.8, 1.2000000000000002), ('sbert', 1.375), 0.9061337720879584, 0.004619782123855917, (7, 3116, 44950, 150307))
Embedding	"80 % column values have their Sentence-BERT embedding distance to ""august"" < 0.9"	"values whose Sentence-BERT embedding distance to ""august"" > 1.175"	0.9953487355188824	(('sbert', 1, 'august', 0.8, 0.9), ('sbert', 1.175), 2.444880245336263, 0.004651264481117651, (1, 1213, 177697, 19469))
Embedding	"80 % column values have their Sentence-BERT embedding distance to ""august"" < 0.9"	"values whose Sentence-BERT embedding distance to ""august"" > 1.225"	0.9953487355188824	(('sbert', 1, 'august', 0.8, 0.9), ('sbert', 1.225), 2.2273435286610566, 0.004651264481117651, (1, 1213, 163138, 34028))
Embedding	"80 % column values have their Sentence-BERT embedding distance to ""august"" < 0.9"	"values whose Sentence-BERT embedding distance to ""august"" > 1.2000000000000002"	0.9953487355188824	(('sbert', 1, 'august', 0.8, 0.9), ('sbert', 1.2000000000000002), 2.358108628160149, 0.004651264481117651, (1, 1213, 172302, 24864))
Embedding	"80 % column values have their Sentence-BERT embedding distance to ""january"" < 0.9"	"values whose Sentence-BERT embedding distance to ""january"" > 1.2000000000000002"	0.9953179824926055	(('sbert', 1, 'january', 0.8, 0.9), ('sbert', 1.2000000000000002), 2.331734163958292, 0.004682017507394489, (1, 1205, 170570, 26604))
Embedding	"80 % column values have their Sentence-BERT embedding distance to ""january"" < 0.9"	"values whose Sentence-BERT embedding distance to ""january"" > 1.225"	0.9953179824926055	(('sbert', 1, 'january', 0.8, 0.9), ('sbert', 1.225), 2.280250020382717, 0.004682017507394489, (1, 1205, 167008, 30166))
CTA	"80 % column values have their Sherlock ""year""-classifier scores >= 0.45000000000000007"	"values whose Sherlock ""year""-classifier scores <= 0.007"	0.9952907380628268	(('cta', 'year', 0.8, 0.45000000000000007), ('cta', 0.007), 2.6638156938932904, 0.004709261937173245, (1, 1198, 188612, 8569))
Embedding	"80 % column values have their Sentence-BERT embedding distance to ""february"" < 1.1"	"values whose Sentence-BERT embedding distance to ""february"" > 1.3"	0.9952735792646132	(('sbert', 1, 'february', 0.8, 1.1), ('sbert', 1.3), 1.5469995160067846, 0.004726420735386749, (5, 2467, 104432, 91476))
Function	"97 % of values return True on function ""validate_date"" in Dataprep"	"values that return False on function ""validate_date"" in Dataprep"	0.9952727602101503	(('pyfunc', 'date', 0.97), ('pyfunc', 'date'), 1.2333449561608452, 0.004727239789849667, (73, 19331, 70422, 108554))
Embedding	"80 % column values have their Glove embedding distance to ""second"" < 4.5"	"values whose Glove embedding distance to ""second"" > 7.5"	0.995260182938517	(('embed', 1, 'second', 0.8, 4.5), ('embed', 7.5), 1.601387469509206, 0.00473981706148302, (5, 2460, 109752, 86163))
Embedding	"80 % column values have their Sentence-BERT embedding distance to ""february"" < 0.9"	"values whose Sentence-BERT embedding distance to ""february"" > 1.2000000000000002"	0.9952432882252935	(('sbert', 1, 'february', 0.8, 0.9), ('sbert', 1.2000000000000002), 2.3406220274903395, 0.004756711774706461, (1, 1186, 171213, 25980))
Embedding	"80 % column values have their Sentence-BERT embedding distance to ""february"" < 1.0"	"values whose Sentence-BERT embedding distance to ""february"" > 1.2000000000000002"	0.9950053652627304	(('sbert', 1, 'february', 0.8, 1.0), ('sbert', 1.2000000000000002), 2.321328258258235, 0.0049946347372695436, (5, 2334, 171209, 24832))
Embedding	"80 % column values have their Sentence-BERT embedding distance to ""tuesday"" < 1.0"	"values whose Sentence-BERT embedding distance to ""tuesday"" > 1.225"	0.9948072790755171	(('sbert', 1, 'tuesday', 0.8, 1.0), ('sbert', 1.225), 2.384540605061629, 0.005192720924482828, (1, 1086, 174325, 22968))
Embedding	"80 % column values have their Sentence-BERT embedding distance to ""tuesday"" < 0.8"	"values whose Sentence-BERT embedding distance to ""tuesday"" > 1.225"	0.9947881700306495	(('sbert', 1, 'tuesday', 0.8, 0.8), ('sbert', 1.225), 2.3843727786495728, 0.005211829969350508, (1, 1082, 174325, 22972))
Embedding	"80 % column values have their Glove embedding distance to ""vietnam"" < 5.5"	"values whose Glove embedding distance to ""vietnam"" > 10.5"	0.9947075094050173	(('embed', 1, 'vietnam', 0.8, 5.5), ('embed', 10.5), 1.4278413489485893, 0.005292490594982709, (4, 1935, 93107, 103334))
Embedding	"80 % column values have their Glove embedding distance to ""second"" < 4.5"	"values whose Glove embedding distance to ""second"" > 7.0"	0.9946993942677925	(('embed', 1, 'second', 0.8, 4.5), ('embed', 7.0), 1.7104836718366356, 0.005300605732207515, (6, 2459, 121090, 74825))
Pattern	"90 % of values match pattern ""^[a-zA-Z]+[\+\-\d\.,]+ [\+\-\d\.,]+$"""	"values not matching pattern ""^[a-zA-Z]+[\+\-\d\.,]+ [\+\-\d\.,]+$"""	0.9945727970777642	(('pattern', 1, 'q1 2020', '^[a-zA-Z]+[\\+\\-\\d\\.,]+ [\\+\\-\\d\\.,]+$', 0.9), ('pattern', 0), 3.141592653589793, 0.005427202922235709, (0, 704, 197676, 0))
Embedding	"80 % column values have their Glove embedding distance to ""medium"" < 5.5"	"values whose Glove embedding distance to ""medium"" > 11.5"	0.9944149932193691	(('embed', 1, 'medium', 0.8, 5.5), ('embed', 11.5), 1.5126440197488398, 0.00558500678063089, (0, 684, 93103, 104593))
Embedding	"80 % column values have their Glove embedding distance to ""medium"" < 5.5"	"values whose Glove embedding distance to ""medium"" > 12.0"	0.9944149932193691	(('embed', 1, 'medium', 0.8, 5.5), ('embed', 12.0), 1.5126034850121388, 0.00558500678063089, (0, 684, 93099, 104597))
Embedding	"80 % column values have their Sentence-BERT embedding distance to ""february"" < 1.0"	"values whose Sentence-BERT embedding distance to ""february"" > 1.175"	0.9944144480852936	(('sbert', 1, 'february', 0.8, 1.0), ('sbert', 1.175), 2.3503752082995684, 0.005585551914706432, (6, 2333, 173626, 22415))
CTA	"80 % column values have their Doduo ""team""-classifier scores >= 4.5"	"values whose Doduo ""team""-classifier scores <= -2.5"""	0.9944034754504335	(('doduo', 'team', 0.8, 4.5), ('doduo', -2.5), 0.9692016297222247, 0.00559652454956649, (2, 1297, 49313, 147768))
Embedding	"80 % column values have their Glove embedding distance to ""first"" < 4.5"	"values whose Glove embedding distance to ""first"" > 7.0"	0.9943441672439962	(('embed', 1, 'first', 0.8, 4.5), ('embed', 7.0), 1.6747043790115597, 0.005655832756003754, (7, 2543, 118206, 77624))
Function	"95 % of values return True on function ""validate_date"" in Dataprep"	"values that return False on function ""validate_date"" in Dataprep"	0.9943077510441567	(('pyfunc', 'date', 0.95), ('pyfunc', 'date'), 1.2197214702016281, 0.005692248955843325, (90, 19331, 70405, 108554))
Embedding	"80 % column values have their Sentence-BERT embedding distance to ""apr"" < 1.2000000000000002"	"values whose Sentence-BERT embedding distance to ""apr"" > 1.3"	0.9941183411481974	(('sbert', 1, 'apr', 0.8, 1.2000000000000002), ('sbert', 1.3), 1.5328075497737739, 0.005881658851802576, (6, 2215, 104549, 91610))
CTA	"80 % column values have their Doduo ""country""-classifier scores >= 4.5"	"values whose Doduo ""country""-classifier scores <= -2.5"""	0.9940553158643691	(('doduo', 'country', 0.8, 4.5), ('doduo', -2.5), 1.3360001069101943, 0.00594468413563087, (1, 948, 82028, 115403))
Embedding	"80 % column values have their Glove embedding distance to ""spain"" < 5.5"	"values whose Glove embedding distance to ""spain"" > 11.0"	0.9940215432432462	(('embed', 1, 'spain', 0.8, 5.5), ('embed', 11.0), 1.4210161451623144, 0.00597845675675376, (4, 1712, 93105, 103559))
Embedding	"80 % column values have their Glove embedding distance to ""spain"" < 5.5"	"values whose Glove embedding distance to ""spain"" > 10.5"	0.9940215432432462	(('embed', 1, 'spain', 0.8, 5.5), ('embed', 10.5), 1.4214642370538766, 0.00597845675675376, (4, 1712, 93149, 103515))
Embedding	"80 % column values have their Glove embedding distance to ""central"" < 5.5"	"values whose Glove embedding distance to ""central"" > 10.5"	0.9939633540575384	(('embed', 1, 'central', 0.8, 5.5), ('embed', 10.5), 1.408358191487678, 0.006036645942461559, (13, 3666, 93119, 101582))
Embedding	"80 % column values have their Glove embedding distance to ""closed"" < 5.5"	"values whose Glove embedding distance to ""closed"" > 11.0"	0.9938844478850272	(('embed', 1, 'closed', 0.8, 5.5), ('embed', 11.0), 1.4070466607145589, 0.006115552114972802, (14, 3823, 93103, 101440))
Embedding	"80 % column values have their Sentence-BERT embedding distance to ""wednesday"" < 1.1"	"values whose Sentence-BERT embedding distance to ""wednesday"" > 1.175"	0.9938218729156434	(('sbert', 1, 'wednesday', 0.8, 1.1), ('sbert', 1.175), 2.630279245347534, 0.006178127084356623, (7, 2327, 188242, 7804))
Embedding	"80 % column values have their Sentence-BERT embedding distance to ""turkey"" < 1.1"	"values whose Sentence-BERT embedding distance to ""turkey"" > 1.375"	0.9937880559178627	(('sbert', 1, 'turkey', 0.8, 1.1), ('sbert', 1.375), 1.0767521803528588, 0.006211944082137353, (1, 907, 57786, 139686))
Embedding	"80 % column values have their Glove embedding distance to ""berlin"" < 5.5"	"values whose Glove embedding distance to ""berlin"" > 11.5"	0.9937805378894522	(('embed', 1, 'berlin', 0.8, 5.5), ('embed', 11.5), 1.4239445749073676, 0.006219462110547851, (3, 1411, 93099, 103867))
Embedding	"80 % column values have their Glove embedding distance to ""berlin"" < 5.5"	"values whose Glove embedding distance to ""berlin"" > 8.0"	0.9937805378894522	(('embed', 1, 'berlin', 0.8, 5.5), ('embed', 8.0), 1.517083674328262, 0.006219462110547851, (3, 1411, 102268, 94698))
Embedding	"80 % column values have their Sentence-BERT embedding distance to ""washington"" < 1.1"	"values whose Sentence-BERT embedding distance to ""washington"" > 1.35"	0.9937805378894522	(('sbert', 1, 'washington', 0.8, 1.1), ('sbert', 1.35), 1.2112795466281276, 0.006219462110547851, (3, 1411, 72465, 124501))
Embedding	"80 % column values have their Glove embedding distance to ""mon"" < 6.5"	"values whose Glove embedding distance to ""mon"" > 9.5"	0.9937417079585352	(('embed', 1, 'mon', 0.8, 6.5), ('embed', 9.5), 1.5139826359773667, 0.006258292041464768, (0, 610, 93270, 104500))
CTA	"80 % column values have their Doduo ""category""-classifier scores >= 4.5"	"values whose Doduo ""category""-classifier scores <= -2"""	0.9936994092795214	(('doduo', 'category', 0.8, 4.5), ('doduo', -2), 0.9655334931187596, 0.006300590720478669, (6, 2067, 51302, 145005))
Embedding	"80 % column values have their Sentence-BERT embedding distance to ""co"" < 1.2000000000000002"	"values whose Sentence-BERT embedding distance to ""co"" > 1.3250000000000002"	0.9936454042145608	(('sbert', 1, 'co', 0.8, 1.2000000000000002), ('sbert', 1.3250000000000002), 1.3334911697675973, 0.006354595785439149, (33, 7252, 85762, 105333))
Embedding	"80 % column values have their Glove embedding distance to ""thursday"" < 5.5"	"values whose Glove embedding distance to ""thursday"" > 8.5"	0.9935804213635625	(('embed', 1, 'thursday', 0.8, 5.5), ('embed', 8.5), 1.4486165062044223, 0.0064195786364374735, (14, 3641, 97526, 97199))
Embedding	"80 % column values have their Glove embedding distance to ""march"" < 5.5"	"values whose Glove embedding distance to ""march"" > 10.0"	0.9935361227658861	(('embed', 1, 'march', 0.8, 5.5), ('embed', 10.0), 1.4047250860117033, 0.006463877234113851, (11, 3031, 93204, 102134))
CTA	"80 % column values have their Doduo ""state""-classifier scores >= 4.5"	"values whose Doduo ""state""-classifier scores <= -2.5"""	0.9934881573437703	(('doduo', 'state', 0.8, 4.5), ('doduo', -2.5), 1.3432285619273583, 0.006511842656229774, (1, 865, 83063, 114451))
Embedding	"80 % column values have their Glove embedding distance to ""men"" < 6.0"	"values whose Glove embedding distance to ""men"" > 8.5"	0.9934827391291942	(('embed', 1, 'men', 0.8, 6.0), ('embed', 8.5), 1.4336175232954398, 0.006517260870805862, (23, 5266, 96044, 97047))
Function	"93 % of values return True on function ""validate_date"" in Dataprep"	"values that return False on function ""validate_date"" in Dataprep"	0.9934088967358622	(('pyfunc', 'date', 0.93), ('pyfunc', 'date'), 1.2080347017822286, 0.006591103264137778, (106, 19331, 70389, 108554))
Embedding	"80 % column values have their Glove embedding distance to ""low"" < 5.5"	"values whose Glove embedding distance to ""low"" > 11.5"	0.9933212078489603	(('embed', 1, 'low', 0.8, 5.5), ('embed', 11.5), 1.4107012901880582, 0.006678792151039756, (5, 1743, 93100, 103532))
Embedding	"80 % column values have their Glove embedding distance to ""low"" < 5.5"	"values whose Glove embedding distance to ""low"" > 9.0"	0.9933212078489603	(('embed', 1, 'low', 0.8, 5.5), ('embed', 9.0), 1.4151722652524152, 0.006678792151039756, (5, 1743, 93539, 103093))
Embedding	"80 % column values have their Sentence-BERT embedding distance to ""northeast"" < 1.1"	"values whose Sentence-BERT embedding distance to ""northeast"" > 1.35"	0.9933186662097067	(('sbert', 1, 'northeast', 0.8, 1.1), ('sbert', 1.35), 1.4079065176994112, 0.006681333790293356, (4, 1531, 92447, 104398))
CTA	"80 % column values have their Doduo ""type""-classifier scores >= 4"	"values whose Doduo ""type""-classifier scores <= -1.5"""	0.9933054696627083	(('doduo', 'type', 0.8, 4), ('doduo', -1.5), 1.7631846323583245, 0.006694530337291683, (0, 570, 117816, 79994))
Embedding	"80 % column values have their Glove embedding distance to ""canada"" < 5.0"	"values whose Glove embedding distance to ""canada"" > 8.5"	0.9932699755197639	(('embed', 1, 'canada', 0.8, 5.0), ('embed', 8.5), 1.4118758226153754, 0.00673002448023609, (10, 2720, 94128, 101522))
Embedding	"80 % column values have their Glove embedding distance to ""oct"" < 5.0"	"values whose Glove embedding distance to ""oct"" > 8.0"	0.9932265709117616	(('embed', 1, 'oct', 0.8, 5.0), ('embed', 8.0), 1.4391436110012685, 0.00677342908823836, (3, 1295, 95047, 102035))
